date,y_true,y_pred
2019-01-02,0.06167020439721434,0.0
2019-01-03,0.07452731736973278,0.0
2019-01-04,0.03512010819742152,0.0
2019-01-07,0.017942127020547278,0.0
2019-01-08,0.01378664735631559,0.0
2019-01-09,-0.003220626965949747,0.0
2019-01-10,0.003041196830545711,0.0
2019-01-11,0.029084320237607732,0.0
2019-01-14,0.00949247166480812,0.0
2019-01-15,-0.004358719480920787,0.0
2019-01-16,0.002255509097608871,0.0
2019-01-17,0.005737077255368205,0.0
2019-01-18,-0.02441854198452633,0.0
2019-01-22,0.0006403220123650569,0.0
2019-01-23,0.024925360591082343,0.0
2019-01-24,0.02604974829993344,0.0
2019-01-25,0.030670516838844784,0.0
2019-01-28,0.04304106576874054,0.0
2019-01-29,0.04153221967748832,0.0
2019-01-30,0.020152282453475293,0.0
2019-01-31,-0.008660777611771494,0.0
2019-02-01,-0.03051164940992484,0.0
2019-02-04,-0.028065440433437065,0.0
2019-02-05,-0.017030888053551085,0.0
2019-02-06,0.002779811454622357,0.0
2019-02-07,0.02868474398606918,0.0
2019-02-08,0.04928944467496529,0.0
2019-02-11,0.04755446734298306,0.0
2019-02-12,0.039196652210554954,0.0
2019-02-13,0.011195629233025814,0.0
2019-02-14,0.010548174416249022,0.0
2019-02-15,-0.003788170142565255,0.0
2019-02-19,-0.01000153837820422,0.0
2019-02-20,-0.010414324008349147,0.0
2019-02-21,-0.004892223418526954,0.0
2019-02-22,0.010437956000447368,0.0
2019-02-25,0.010570876678717957,0.0
2019-02-26,0.010453769933524551,0.0
2019-02-27,-0.006087395273887842,0.0
2019-02-28,-0.0019942823312763284,0.0
2019-03-01,-0.03913035397096984,0.0
2019-03-04,-0.025406373807053094,0.0
2019-03-05,-0.01564547435054187,0.0
2019-03-06,0.007148881325470244,0.0
2019-03-07,0.014180313300558784,0.0
2019-03-08,0.024883450090353733,0.0
2019-03-11,0.023150541159503706,0.0
2019-03-12,0.013986214396894538,0.0
2019-03-13,0.01265071568299638,0.0
2019-03-14,0.018599573633838257,0.0
2019-03-15,-0.0006107942547830319,0.0
2019-03-18,-0.013948045739572673,0.0
2019-03-19,0.0030148436639761693,0.0
2019-03-20,-0.01280232062278609,0.0
2019-03-21,-0.016029100252768404,0.0
2019-03-22,0.009879273393947102,0.0
2019-03-25,0.02249317999017308,0.0
2019-03-26,0.0013536339145117542,0.0
2019-03-27,-0.0012134360761532532,0.0
2019-03-28,0.0033167709379686872,0.0
2019-03-29,0.022284595637944663,0.008946782265382208
2019-04-01,0.013640030420241363,0.008946782265382208
2019-04-02,0.008233008845953878,0.008946782265382208
2019-04-03,0.021619254089878012,0.008946782265382208
2019-04-04,0.014048875724711356,0.008946782265382208
2019-04-05,-0.0007398543273814632,0.008946782265382208
2019-04-08,-0.011105466314149725,0.008946782265382208
2019-04-09,0.007721996225155774,0.008946782265382208
2019-04-10,0.002669836944532674,0.008946782265382208
2019-04-11,-0.0028237339479198153,0.008946782265382208
2019-04-12,0.015422249796016838,0.0075548543298966705
2019-04-15,0.019755858530708527,0.0075548543298966705
2019-04-16,-0.004447678480479757,0.0075548543298966705
2019-04-17,-0.0062408197071800965,0.0075548543298966705
2019-04-18,-0.014541912714760071,0.0075548543298966705
2019-04-22,-0.036362199531003114,0.0075548543298966705
2019-04-23,-0.035513714690329184,0.0075548543298966705
2019-04-24,-0.03800899740371043,0.0075548543298966705
2019-04-25,-0.05247852753274214,0.0075548543298966705
