ticker,diracc,mae,rmse
XLE,0.4067524115755627,0.023359798131594393,0.030948023038470565
XLK,0.4405144694533762,0.017776077222513696,0.02392138701763403
XLP,0.4139871382636656,0.012459364514925858,0.016986790131068415
XLV,0.43086816720257237,0.01582744770209164,0.02118040122817314
MEAN,0.42303054662379425,0.017355671892781397,0.023259150353836536
